id,title,description,user_id,folder_id,status,created_at,updated_at,desc_un_html,position,modified_at,modified_by,tags,seo_data-meta_title,seo-data-meta_description,seo-data-meta_keywords,id_folder,folder_name,description_folder,created_at_folder,updated_at_folder,category_id,visibility,position_folder,parent_folder_id,language_id,id_category,category_name,description_category,created_at_category,updated_at_category,language_id_category,slug,folder_slug,category_slug,path
237405,How can I export tickets including the content of the ticket?,"<p data-identifyelement=""512"" dir=""ltr"">There are multiple ways you can export the tickets with its content.</p><ol data-identifyelement=""582""><li data-identifyelement=""512"" dir=""ltr"">You can print the ticket and save it as a PDF on your system. (OR)</li><li data-identifyelement=""583"" dir=""ltr"">The Account Admin can export all the data within your account (including tickets, solution articles, etc.) from the Admin section:</li></ol><ul data-identifyelement=""584"" style=""margin-left: 40px ;""><li data-identifyelement=""585"" dir=""ltr"">Navigate to Admin &gt; Account &gt; Account Details.</li><li data-identifyelement=""586"" dir=""ltr"">Click Export</li><li data-identifyelement=""586"" dir=""ltr"">The data will be exported to the account administrator's email in XML format. You can then convert the XML data into your preferred format.</li></ul><p data-identifyelement=""504"" dir=""ltr"" style=""line-height: 1.38; margin-bottom: 0pt;"">Watch <a href=""https://www.youtube.com/watch?v=DTa_LDg8vng&amp;list=PLsYJ3BsyR4qGFujlW0iDtOBOf4IPVsAqt&amp;index=11"" rel=""noreferrer"" target=""_blank"">this</a> video for steps to export the account data.</p><p data-identifyelement=""506"" dir=""ltr"" style=""line-height: 1.38; margin-bottom: 0pt;""><br></p><p data-identifyelement=""509"" dir=""ltr"" style=""line-height: 1.38; margin-bottom: 0pt;""><br data-identifyelement=""511""></p><p data-identifyelement=""512"" dir=""ltr"" style=""line-height: 1.38; margin-bottom: 0pt;""><br data-identifyelement=""514""></p>",19223483,8,2,2018-11-05T13:51:18+05:30,2024-06-01T15:10:01+05:30," There are multiple ways you can export the tickets with its content.   You can print the ticket and save it as a PDF on your system. (OR)  The Account Admin can export all the data within your account (including tickets, solution articles, etc.) from the Admin section:    Navigate to Admin > Account > Account Details.  Click Export  The data will be exported to the account administrator's email in XML format. You can then convert the XML data into your preferred format.   Watch this video for steps to export the account data.          ",106,2024-05-22T20:38:05+05:30,50000761347,"freshdesk_old_estate,freshdesk_pro,css_pro,omnichannel_old_estate,omnichannel_growth",,,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,how-can-i-export-tickets-including-the-content-of-the-ticket,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/how-can-i-export-tickets-including-the-content-of-the-ticket.mdx
237407,I am not able to merge a ticket to a child ticket,"<p style="""">When the ticket has an association such as Parent/Child, you will not be able to add another association to it such as linking the ticket to a tracker or merging. </p><p><br></p>",21533184,8,2,2018-11-05T14:18:36+05:30,2024-06-01T15:10:01+05:30," When the ticket has an association such as Parent/Child, you will not be able to add another association to it such as linking the ticket to a tracker or merging.     ",107,2018-12-17T15:39:01+05:30,19223483,"freshdesk_old_estate,freshdesk_pro,css_pro,omnichannel_old_estate,omnichannel_growth",,,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,i-am-not-able-to-merge-a-ticket-to-a-child-ticket,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/i-am-not-able-to-merge-a-ticket-to-a-child-ticket.mdx
237553,Is there a possibility to lock a ticket while one agent is answering and working on that?,<p>The primary step that needs to be taken in such a case would be to assign the ticket to the agent working on the ticket or he/she can pick it up from the list view itself. Each of your agents can have filters to view the tickets that are their names. The Agent collision feature would notify anyone if a different agent is view or replying to that ticket currently.</p>,19223483,8,2,2018-11-12T18:59:57+05:30,2024-06-01T15:08:30+05:30, The primary step that needs to be taken in such a case would be to assign the ticket to the agent working on the ticket or he/she can pick it up from the list view itself. Each of your agents can have filters to view the tickets that are their names. The Agent collision feature would notify anyone if a different agent is view or replying to that ticket currently. ,113,2019-02-22T13:14:11+05:30,22517489,"freshdesk_old_blossom,freshdesk_growth,css_growth,omnichannel_old_estate,omnichannel_growth",,,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,is-there-a-possibility-to-lock-a-ticket-while-one-agent-is-answering-and-working-on-that,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/is-there-a-possibility-to-lock-a-ticket-while-one-agent-is-answering-and-working-on-that.mdx
237571,Can I unarchive a ticket?,"Once the ticket is archived you will not be able to make any changes to the ticket. The archiving with take place only on tickets that has been in the Closed status for more than 120 days with no activity on the ticket. 

If you have tickets that need to be reopened in future then set them in a different status other than Closed.",19223483,8,2,2018-11-13T15:17:33+05:30,2024-06-01T15:10:02+05:30,"Once the ticket is archived you will not be able to make any changes to the ticket. The archiving with take place only on tickets that has been in the Closed status for more than 120 days with no activity on the ticket. 

If you have tickets that need to be reopened in future then set them in a different status other than Closed.",115,2018-11-13T15:17:33+05:30,19223483,"freshdesk_old_estate,freshdesk_pro,css_pro,omnichannel_old_estate,omnichannel_growth",,,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,can-i-unarchive-a-ticket,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/can-i-unarchive-a-ticket.mdx
237799,How to modify a parent child association ?,<p>It would not be possible to unlink a child ticket or link it with another parent. Child tickets are created with the association to the parent ticket and the only option would be to have it closed once it is done. You would have to create a new child ticket to be associated with the other parent ticket.</p>,21533184,8,2,2018-11-26T12:45:18+05:30,2024-06-01T15:10:04+05:30, It would not be possible to unlink a child ticket or link it with another parent. Child tickets are created with the association to the parent ticket and the only option would be to have it closed once it is done. You would have to create a new child ticket to be associated with the other parent ticket. ,123,2019-02-22T13:22:45+05:30,22517489,"freshdesk_old_estate,freshdesk_pro,css_pro,omnichannel_old_estate,omnichannel_growth",,,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,how-to-modify-a-parent-child-association-,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/how-to-modify-a-parent-child-association-.mdx
237804,How can I see drafts by another agent?,"<p dir=""ltr""><span dir=""ltr"" style=""font-family: &quot;Helvetica Neue&quot;; font-size: 16px;"">The draft feature is for each agent; the draft saved by one of the agents cannot be viewed by another.&nbsp;</span></p><p dir=""ltr""><br></p><pre class=""fd-callout fd-callout--note"" dir=""ltr""><strong>Note:</strong> The drafts on the ticket reply editor will be available only for <strong>24 hours</strong>. They will not be available if the agents are drafting the response as a public/private note.</pre><p><br></p><p dir=""ltr""><span dir=""ltr"" style=""font-family: &quot;Helvetica Neue&quot;; font-size: 16px;"">Using the <a href=""https://support.freshdesk.com/en/support/solutions/articles/218073"" rel=""noopener noreferrer"" style=""font-family: &quot;Helvetica Neue&quot;;"" target=""_blank"">Agent Collision</a> feature, you can see if another agent is already viewing or replying to a ticket in real-time. This feature is particularly useful for teams working on urgent or complex tickets, as it allows multiple agents to work on the same ticket simultaneously.</span></p><p><span style=""font-family: &quot;Helvetica Neue&quot;; font-size: 16px;""><br style=""font-family: &quot;Helvetica Neue&quot;;""></span></p><p dir=""ltr""><br></p>",19223483,8,2,2018-11-26T15:13:30+05:30,2024-06-01T15:08:30+05:30," The draft feature is for each agent; the draft saved by one of the agents cannot be viewed by another.      Note: The drafts on the ticket reply editor will be available only for 24 hours. They will not be available if the agents are drafting the response as a public/private note.     Using the Agent Collision feature, you can see if another agent is already viewing or replying to a ticket in real-time. This feature is particularly useful for teams working on urgent or complex tickets, as it allows multiple agents to work on the same ticket simultaneously.       ",125,2023-06-05T11:32:16+05:30,50001935967,"freshdesk_old_blossom,freshdesk_growth,css_growth,omnichannel_old_estate,omnichannel_growth",Seeing ticket response drafts by another agent in Freshdesk.,The draft feature is for each agent and available only for 24 hours; the draft saved by one of the agents cannot be viewed by another. Explore Agent Collision feature to see if another agent is viewing or replying to a ticket in real-time.,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,how-can-i-see-drafts-by-another-agent,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/how-can-i-see-drafts-by-another-agent.mdx
237877,Where can I find the customer fields in ticket page?,"<p data-identifyelement=""509"">You will not be able to filter the tickets using the Customer fields. However, if you want to view the Contact details in the Ticket details page you can make use of the Requester widget available under <strong data-identifyelement=""510"" dir=""ltr"">Admin &gt; Support Operations &gt; Customer fields &gt; Customize Requester widget</strong>. This is a feature available from the Estate plan.</p>",19223483,8,2,2018-11-28T19:33:51+05:30,2024-06-01T15:10:04+05:30," You will not be able to filter the tickets using the Customer fields. However, if you want to view the Contact details in the Ticket details page you can make use of the Requester widget available under Admin > Support Operations > Customer fields > Customize Requester widget. This is a feature available from the Estate plan. ",128,2021-06-25T18:32:13+05:30,50000066386,"freshdesk_old_estate,freshdesk_pro,css_pro,omnichannel_old_estate,omnichannel_growth",,,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,where-can-i-find-the-customer-fields-in-ticket-page,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/where-can-i-find-the-customer-fields-in-ticket-page.mdx
238079,"If I resolve a tracker ticket, do all the tickets linked to it will become resolved?","No, resolving the tracker ticket would not resolve the linked tickets by default. You have to manually resolve this as you might need to update your customers before resolving the tickets.",21533184,8,2,2018-12-10T13:24:16+05:30,2024-06-01T15:10:06+05:30,"No, resolving the tracker ticket would not resolve the linked tickets by default. You have to manually resolve this as you might need to update your customers before resolving the tickets.",131,2018-12-10T13:24:16+05:30,21533184,"freshdesk_old_estate,freshdesk_pro,css_pro,omnichannel_old_estate,omnichannel_growth",,,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,if-i-resolve-a-tracker-ticket-do-all-the-tickets-linked-to-it-will-become-resolved,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/if-i-resolve-a-tracker-ticket-do-all-the-tickets-linked-to-it-will-become-resolved.mdx
239323,What each default SLA flag means on the ticket page,"<p>Freshdesk, by default, classifies tickets with 4 specific flags. These flags help agents quickly take notice of the ticket in question and perform necessary actions.</p><p><br></p><table style=""width: 57%; margin-right: calc(43%);""><tbody><tr><td style=""width: 33.4773%;""><strong>Flag</strong></td><td style=""width: 66.3067%;""><strong>Description</strong></td></tr><tr><td style=""width: 33.4773%;""><div><img src=""https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/44096793/original/9TtGfJrq8OZRsX2cl1LOCfdVYlWKqIQWBg.png?1552391023"" data-fileid=""44096793"" class=""fr-fic fr-dii"" data-filelink=""https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/44096793/original/9TtGfJrq8OZRsX2cl1LOCfdVYlWKqIQWBg.png?1552391023"" data-uniquekey=""1552374295166"" style=""width: 43px;""></div></td><td style=""width: 66.3067%;"">Represents all new tickets created on the helpdesk</td></tr><tr><td style=""width: 33.4773%;""><div><img src=""https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/44096809/original/Sp8823RTqD876IGZdoKGv8hdp0sH9furpA.png?1552391057"" data-fileid=""44096809"" class=""fr-fic fr-dii fr-fil"" data-filelink=""https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/44096809/original/Sp8823RTqD876IGZdoKGv8hdp0sH9furpA.png?1552391057"" data-uniquekey=""1552374295166"" style=""width: 131px;""></div></td><td style=""width: 66.3067%;"">Represents tickets the customer has responded to</td></tr><tr><td style=""width: 33.4773%;""><div><img src=""https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/44096964/original/C_686OnX-gx2hjkq7bNKum2WcddS2u4gbQ.png?1552391326"" class=""fr-fic fr-dib fr-fil"" data-filelink=""https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/44096964/original/C_686OnX-gx2hjkq7bNKum2WcddS2u4gbQ.png?1552391326"" data-fileid=""44096964"" data-uniquekey=""1552374295166"" style=""width: 90px;""></div></td><td style=""width: 66.3067%;"">Represents tickets for which the first response SLA has been violated</td></tr><tr><td style=""width: 33.4773%;""><div><img src=""https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/44097007/original/KNuoMJYa_TqeLwF3A5b32irpha5azGhCjQ.png?1552391407"" class=""fr-fic fr-dib fr-fil"" data-filelink=""https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/44097007/original/KNuoMJYa_TqeLwF3A5b32irpha5azGhCjQ.png?1552391407"" data-fileid=""44097007"" data-uniquekey=""1552374295166"" style=""width: 63px;""></div></td><td style=""width: 66.3067%;"">Represents tickets for which the resolution SLA has been violated</td></tr></tbody></table><p><br></p><p class=""article_note""><strong>Note:</strong> These flag values are hardcoded and cannot be edited. You will not be able to filter tickets based on these flags.</p>",18784870,8,2,2019-03-12T17:29:12+05:30,2024-06-01T15:12:34+05:30," Freshdesk, by default, classifies tickets with 4 specific flags. These flags help agents quickly take notice of the ticket in question and perform necessary actions.    FlagDescription  Represents all new tickets created on the helpdesk  Represents tickets the customer has responded to  Represents tickets for which the first response SLA has been violated  Represents tickets for which the resolution SLA has been violated    Note: These flag values are hardcoded and cannot be edited. You will not be able to filter tickets based on these flags. ",132,2019-03-12T17:33:52+05:30,18784870,"freshdesk_old_sprout,freshdesk_free,css_growth,omnichannel_old_estate,omnichannel_growth",,,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,what-each-default-sla-flag-means-on-the-ticket-page,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/what-each-default-sla-flag-means-on-the-ticket-page.mdx
239858,How to protect your helpdesk from spam attack?,"<p data-identifyelement=""511"">In Freshdesk, we provide few options to protect your helpdesk from any possible spam tickets coming from sources like Portal and Email.</p><p data-identifyelement=""512""><br data-identifyelement=""513""></p><p data-identifyelement=""514"" dir=""ltr"">For spam tickets created via Portal, &nbsp;enable CAPTCHA on your customer support portal. Navigate to <strong data-identifyelement=""515"" dir=""ltr"">Admin &gt; Channels &gt; Portals &gt; Edit &gt; Manage sections</strong> and select the <strong data-identifyelement=""516"">'Enable CAPTCHA to help avoid spam'</strong> option.</p><p data-identifyelement=""517""><br data-identifyelement=""518""></p><p data-identifyelement=""519""><img src=""https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/50009297840/original/486-e4ikj4rbeucc4fPJU2vh8SykaIxaWA.png?1693235821"" style=""width: auto;"" class=""fr-fic fr-fil fr-dib"" data-attachment=""[object Object]"" data-id=""50009297840""></p><p data-identifyelement=""521""><br data-identifyelement=""522""></p><p data-identifyelement=""523"">For spam tickets coming via Email, we enable Proactive Spam Filter from the backend. This spam filter will check all the tickets coming through the Email channel and based on certain pre-defined conditions, a spam score will be associated with each incoming email ticket. If the spam score of the email is 6 and above, the tickets will be marked as a spam automatically.&nbsp;</p><p data-identifyelement=""524""><br data-identifyelement=""525""></p><p data-identifyelement=""526"">The purpose of this feature is to ensure that you have optimum spam deflection. However, please note that there are chances that some valid emails can be marked as spam, if in case these emails arrive via a Spam reporting IP or with a high spam score. You could keep track of those tickets in the Spam folder inside the Tickets tab in Freshdesk and restore them if you deem that they are valid.</p><p data-identifyelement=""527""><br data-identifyelement=""528""></p><p data-identifyelement=""529"">If you would like this feature to be enabled for your account, please drop an email to <a data-identifyelement=""530"" href=""mailto:support@freshdesk.com"" rel=""noreferrer noopener"">support@freshdesk.com</a>. We'd be glad to assist.</p>",24997508,8,2,2019-04-18T10:42:39+05:30,2024-06-01T15:08:50+05:30," In Freshdesk, we provide few options to protect your helpdesk from any possible spam tickets coming from sources like Portal and Email.     For spam tickets created via Portal,  enable CAPTCHA on your customer support portal. Navigate to Admin > Channels > Portals > Edit > Manage sections and select the 'Enable CAPTCHA to help avoid spam' option.          For spam tickets coming via Email, we enable Proactive Spam Filter from the backend. This spam filter will check all the tickets coming through the Email channel and based on certain pre-defined conditions, a spam score will be associated with each incoming email ticket. If the spam score of the email is 6 and above, the tickets will be marked as a spam automatically.      The purpose of this feature is to ensure that you have optimum spam deflection. However, please note that there are chances that some valid emails can be marked as spam, if in case these emails arrive via a Spam reporting IP or with a high spam score. You could keep track of those tickets in the Spam folder inside the Tickets tab in Freshdesk and restore them if you deem that they are valid.     If you would like this feature to be enabled for your account, please drop an email to support@freshdesk.com. We'd be glad to assist. ",132,2023-08-28T20:47:59+05:30,50000761347,,,,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,how-to-protect-your-helpdesk-from-spam-attack,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/how-to-protect-your-helpdesk-from-spam-attack.mdx
50000000652,"Receiving spam emails to support@domain.freshdesk.com, Please help!","<p data-identifyelement=""511"">We have been reported of multiple cases where the Russian Spammers usually create spam tickets by sending an email to the generic forwarding address. And this issue is not just specific to Freshdesk and it has been prevalent across all the helpdesk softwares like Zendesk, HelpScout as well. &nbsp;</p><p data-identifyelement=""512""><br data-identifyelement=""513""></p><p data-identifyelement=""514"" dir=""ltr"">The spammers identify the generic forwarding address [like support@domain.freshdesk.com or info@domain.freshdesk.com or help@domain.freshdesk.com] and they create these spam tickets. So, using a generic forwarding address makes an account vulnerable to spam influx. &nbsp;</p><p data-identifyelement=""515""><br data-identifyelement=""516""></p><p data-identifyelement=""517"" dir=""ltr"">To mitigate such spams, there is a feature called <strong data-identifyelement=""518"">'Prevent Wildcard Ticket Create'</strong> where only emails directly sent to the email address configured under the Email config page in Freshdesk will be converted into tickets. Please go to <strong>Admin &gt; Channels &gt; Email &gt; Advanced Settings</strong> and disable <strong>'Allow emails to be sent to the wildcard support address'</strong></p><p data-identifyelement=""517"" dir=""ltr""><br></p><p data-identifyelement=""517"" dir=""ltr"">Also, we would recommend using domain-specific email addresses like support@domain.com or help@domain.com [emails having your company's domain name] to avoid such issues. Using a domain-specific email address is going to be more advantageous for your business for the following reasons</p><ol><li data-identifyelement=""521"" dir=""ltr"">It will help you brand the emails and replies sent by your organization from Freshdesk.&nbsp;</li><li data-identifyelement=""522"" dir=""ltr"">It will allow you to have greater flexibility and control as to which emails need to be converted as tickets and so.&nbsp;</li><li data-identifyelement=""523"" dir=""ltr"">It will be of help if you would like to use your own mail server to relay emails from and to Freshdesk through our Custom mail server feature.&nbsp;</li><li data-identifyelement=""523"" dir=""ltr"">Your stakeholders will be able to receive emails authenticated by your own domain using the <a href=""https://support.freshdesk.com/en/support/solutions/articles/223779"">DKIM</a> feature which ensures proper end-to-end email delivery.</li></ol><p data-identifyelement=""525"" dir=""ltr""><br></p><p data-identifyelement=""525"" dir=""ltr"">If you have any further queries, please drop us an email at support@freshdesk.com.</p>",24997508,8,2,2019-09-23T18:20:33+05:30,2024-06-01T15:08:51+05:30," We have been reported of multiple cases where the Russian Spammers usually create spam tickets by sending an email to the generic forwarding address. And this issue is not just specific to Freshdesk and it has been prevalent across all the helpdesk softwares like Zendesk, HelpScout as well.       The spammers identify the generic forwarding address [like support@domain.freshdesk.com or info@domain.freshdesk.com or help@domain.freshdesk.com] and they create these spam tickets. So, using a generic forwarding address makes an account vulnerable to spam influx.       To mitigate such spams, there is a feature called 'Prevent Wildcard Ticket Create' where only emails directly sent to the email address configured under the Email config page in Freshdesk will be converted into tickets. Please go to Admin > Channels > Email > Advanced Settings and disable 'Allow emails to be sent to the wildcard support address'     Also, we would recommend using domain-specific email addresses like support@domain.com or help@domain.com [emails having your company's domain name] to avoid such issues. Using a domain-specific email address is going to be more advantageous for your business for the following reasons   It will help you brand the emails and replies sent by your organization from Freshdesk.   It will allow you to have greater flexibility and control as to which emails need to be converted as tickets and so.   It will be of help if you would like to use your own mail server to relay emails from and to Freshdesk through our Custom mail server feature.   Your stakeholders will be able to receive emails authenticated by your own domain using the DKIM feature which ensures proper end-to-end email delivery.      If you have any further queries, please drop us an email at support@freshdesk.com. ",140,2024-05-30T16:47:31+05:30,50000761347,,,,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,receiving-spam-emails-to-supportdomainfreshdeskcom-please-help,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/receiving-spam-emails-to-supportdomainfreshdeskcom-please-help.mdx
50000001155,How to stop tickets from being redirected to Ticket List View every time a ticket is closed?,"<p>When the agent sends a reply and resolves or closes the ticket using the 'Send and set as resolved' or 'Send and set as closed' options, the page will be automatically redirected to the Ticket List View. </p><p><br></p><p>This is the default behavior of the system designed to help the agents to view the other tickets in their queue without any additional clicks. <br><br>If you do not want the page to be redirected to the Ticket List View upon closing the tickets, you can update the status of the ticket from the Ticket Properties section instead of using the 'Send and set as Resolved/Closed' options. </p>",24997508,8,2,2020-01-22T11:51:37+05:30,2024-06-01T15:08:51+05:30," When the agent sends a reply and resolves or closes the ticket using the 'Send and set as resolved' or 'Send and set as closed' options, the page will be automatically redirected to the Ticket List View.      This is the default behavior of the system designed to help the agents to view the other tickets in their queue without any additional clicks.   If you do not want the page to be redirected to the Ticket List View upon closing the tickets, you can update the status of the ticket from the Ticket Properties section instead of using the 'Send and set as Resolved/Closed' options.  ",141,2020-01-22T11:51:37+05:30,24997508,,,,,8,Ticketing Workflow,,2011-03-16T16:38:14+05:30,2017-07-29T01:22:54+05:30,4,1,8,,6,4,Freshdesk FAQ,Frequently asked questions related to Freshdesk,2011-03-16T16:37:03+05:30,2013-04-19T17:44:12+05:30,6,how-to-stop-tickets-from-being-redirected-to-ticket-list-view-every-time-a-ticket-is-closed,ticketing-workflow,freshdesk-faq,/freshdesk/freshdesk-faq/ticketing-workflow/how-to-stop-tickets-from-being-redirected-to-ticket-list-view-every-time-a-ticket-is-closed.mdx
